[2026-08-24 19:29:52.105335][UC][I] [PERF] component=transport event=transfer_done manager=127.0.0.1:8000 target=127.0.0.1:4502 handle=8 transport_handle=8 opcode=1 direct=2 segments=1 bytes=63 status=1 api_status=0 submitted_ts_us=1787570992105267 completed_ts_us=1787570992105334 manager_get_status_ts_us=1787570992105314 backend_query_ts_us=1787570992105323 submit_us=116 transfer_us=66 manager_to_backend_query_us=9 total_us=182 [4173,4186][transport_manager.cpp:714,GetStatus]
[2026-08-24 19:29:52.105346][UC][I] [PERF] component=drampool event=request_done request_id=1 opcode=2 peer=127.0.0.1:4502 batch_size=108 data_bytes=7962624 failed_items=0 status=SUCCESS failed_stage=NONE received_ts_us=1787570992100434 worker_started_ts_us=1787570992100563 data_transfer_submitted_ts_us=1787570992103228 data_transfer_completed_ts_us=1787570992105136 response_submitted_ts_us=1787570992105294 completed_ts_us=1787570992105344 data_tm_execute_async_ts_us=1787570992100583 data_hixl_execute_async_ts_us=1787570992100611 data_tm_get_status_ts_us=1787570992105096 data_hixl_query_handle_ts_us=1787570992105104 response_tm_execute_async_ts_us=1787570992105151 response_hixl_execute_async_ts_us=1787570992105161 response_tm_get_status_ts_us=1787570992105314 response_hixl_query_handle_ts_us=1787570992105323 request_queue_us=129 metadata_prepare_us=20 taskworker_prepare_us=2667 poller_queue_us=66 data_transfer_us=1907 metadata_settle_us=13 response_slot_wait_us=1 response_submit_us=145 response_transfer_us=48 data_tm_to_hixl_execute_async_us=28 data_tm_to_hixl_query_handle_us=8 response_tm_to_hixl_execute_async_us=10 response_tm_to_hixl_query_handle_us=9 total_us=4910 [4173,4186][completion_poller.cc:56,LogRequestDone]
[2026-08-24 19:29:56.944409][UC][I] [PERF] component=transport event=transfer_submitted manager=127.0.0.1:8000 target=127.0.0.1:4500 handle=9 transport_handle=9 opcode=1 direct=2 segments=1 bytes=10 submitted_ts_us=1787570996944408 manager_execute_async_ts_us=1787570996944073 backend_execute_async_ts_us=1787570996944102 manager_to_backend_execute_async_us=28 submit_us=333 [4173,4186][transport_manager.cpp:674,ExecuteAsync]
[2026-08-24 19:29:56.944499][UC][I] [PERF] component=transport event=transfer_done manager=127.0.0.1:8000 target=127.0.0.1:4500 handle=9 transport_handle=9 opcode=1 direct=2 segments=1 bytes=10 status=1 api_status=0 submitted_ts_us=1787570996944408 completed_ts_us=1787570996944498 manager_get_status_ts_us=1787570996944460 backend_query_ts_us=1787570996944474 submit_us=333 transfer_us=90 manager_to_backend_query_us=13 total_us=423 [4173,4186][transport_manager.cpp:714,GetStatus]
[2026-08-24 19:29:56.944513][UC][I] [PERF] component=drampool event=request_done request_id=3 opcode=0 peer=127.0.0.1:4500 batch_size=2 data_bytes=0 failed_items=0 status=SUCCESS failed_stage=NONE received_ts_us=1787570996943855 worker_started_ts_us=1787570996943960 data_transfer_submitted_ts_us=0 data_transfer_completed_ts_us=0 response_submitted_ts_us=1787570996944459 completed_ts_us=1787570996944510 data_tm_execute_async_ts_us=0 data_hixl_execute_async_ts_us=0 data_tm_get_status_ts_us=0 data_hixl_query_handle_ts_us=0 response_tm_execute_async_ts_us=1787570996944073 response_hixl_execute_async_ts_us=1787570996944102 response_tm_get_status_ts_us=1787570996944460 response_hixl_query_handle_ts_us=1787570996944474 request_queue_us=105 metadata_prepare_us=1 taskworker_prepare_us=8 poller_queue_us=101 data_transfer_us=0 metadata_settle_us=0 response_slot_wait_us=103 response_submit_us=389 response_transfer_us=51 data_tm_to_hixl_execute_async_us=0 data_tm_to_hixl_query_handle_us=0 response_tm_to_hixl_execute_async_us=28 response_tm_to_hixl_query_handle_us=13 total_us=656 [4173,4186][completion_poller.cc:56,LogRequestDone]
[2026-08-24 19:29:57.012287][UC][I] [PERF] component=transport event=transfer_submitted manager=127.0.0.1:8000 target=127.0.0.1:4501 handle=10 transport_handle=10 opcode=0 direct=2 segments=108 bytes=7962624 submitted_ts_us=1787570997012286 manager_execute_async_ts_us=1787570997011822 backend_execute_async_ts_us=1787570997011853 manager_to_backend_execute_async_us=29 submit_us=456 [4173,4187][transport_manager.cpp:674,ExecuteAsync]
[2026-08-24 19:29:57.012616][UC][I] [PERF] component=transport event=transfer_done manager=127.0.0.1:8000 target=127.0.0.1:4501 handle=10 transport_handle=10 opcode=0 direct=2 segments=108 bytes=7962624 status=1 api_status=0 submitted_ts_us=1787570997012286 completed_ts_us=1787570997012615 manager_get_status_ts_us=1787570997012586 backend_query_ts_us=1787570997012598 submit_us=456 transfer_us=329 manager_to_backend_query_us=11 total_us=785 [4173,4186][transport_manager.cpp:714,GetStatus]
[2026-08-24 19:29:57.012783][UC][I] [PERF] component=transport event=transfer_submitted manager=127.0.0.1:8000 target=127.0.0.1:4501 handle=11 transport_handle=11 opcode=1 direct=2 segments=1 bytes=63 submitted_ts_us=1787570997012782 manager_execute_async_ts_us=1787570997012656 backend_execute_async_ts_us=1787570997012669 manager_to_backend_execute_async_us=13 submit_us=126 [4173,4186][transport_manager.cpp:674,ExecuteAsync]
[2026-08-24 19:29:57.012823][UC][I] [PERF] component=transport event=transfer_done manager=127.0.0.1:8000 target=127.0.0.1:4501 handle=11 transport_handle=11 opcode=1 direct=2 segments=1 bytes=63 status=1 api_status=0 submitted_ts_us=1787570997012782 completed_ts_us=1787570997012821 manager_get_status_ts_us=1787570997012791 backend_query_ts_us=1787570997012805 submit_us=126 transfer_us=40 manager_to_backend_query_us=13 total_us=166 [4173,4186][transport_manager.cpp:714,GetStatus]
[2026-08-24 19:29:57.012832][UC][I] [PERF] component=drampool event=request_done request_id=3 opcode=1 peer=127.0.0.1:4501 batch_size=108 data_bytes=7962624 failed_items=0 status=SUCCESS failed_stage=NONE received_ts_us=1787570997011634 worker_started_ts_us=1787570997011642 data_transfer_submitted_ts_us=1787570997012344 data_transfer_completed_ts_us=1787570997012629 response_submitted_ts_us=1787570997012791 completed_ts_us=1787570997012829 data_tm_execute_async_ts_us=1787570997011822 data_hixl_execute_async_ts_us=1787570997011853 data_tm_get_status_ts_us=1787570997012586 data_hixl_query_handle_ts_us=1787570997012598 response_tm_execute_async_ts_us=1787570997012656 response_hixl_execute_async_ts_us=1787570997012669 response_tm_get_status_ts_us=1787570997012791 response_hixl_query_handle_ts_us=1787570997012805 request_queue_us=8 metadata_prepare_us=176 taskworker_prepare_us=704 poller_queue_us=44 data_transfer_us=286 metadata_settle_us=23 response_slot_wait_us=1 response_submit_us=137 response_transfer_us=38 data_tm_to_hixl_execute_async_us=29 data_tm_to_hixl_query_handle_us=11 response_tm_to_hixl_execute_async_us=13 response_tm_to_hixl_query_handle_us=13 total_us=1195 [4173,4186][completion_poller.cc:56,LogRequestDone]
[2026-08-24 19:30:01.855599][UC][I] [PERF] component=transport event=transfer_submitted manager=127.0.0.1:8000 target=127.0.0.1:4500 handle=12 transport_handle=12 opcode=1 direct=2 segments=1 bytes=10 submitted_ts_us=1787571001855596 manager_execute_async_ts_us=1787571001855244 backend_execute_async_ts_us=1787571001855281 manager_to_backend_execute_async_us=37 submit_us=349 [4173,4186][transport_manager.cpp:674,ExecuteAsync]
[2026-08-24 19:30:01.855696][UC][I] [PERF] component=transport event=transfer_done manager=127.0.0.1:8000 target=127.0.0.1:4500 handle=12 transport_handle=12 opcode=1 direct=2 segments=1 bytes=10 status=1 api_status=0 submitted_ts_us=1787571001855596 completed_ts_us=1787571001855694 manager_get_status_ts_us=1787571001855657 backend_query_ts_us=1787571001855670 submit_us=349 transfer_us=98 manager_to_backend_query_us=13 total_us=447 [4173,4186][transport_manager.cpp:714,GetStatus]
[2026-08-24 19:30:01.855714][UC][I] [PERF] component=drampool event=request_done request_id=4 opcode=0 peer=127.0.0.1:4500 batch_size=2 data_bytes=0 failed_items=0 status=SUCCESS failed_stage=NONE received_ts_us=1787571001855001 worker_started_ts_us=1787571001855122 data_transfer_submitted_ts_us=0 data_transfer_completed_ts_us=0 response_submitted_ts_us=1787571001855655 completed_ts_us=1787571001855711 data_tm_execute_async_ts_us=0 data_hixl_execute_async_ts_us=0 data_tm_get_status_ts_us=0 data_hixl_query_handle_ts_us=0 response_tm_execute_async_ts_us=1787571001855244 response_hixl_execute_async_ts_us=1787571001855281 response_tm_get_status_ts_us=1787571001855657 response_hixl_query_handle_ts_us=1787571001855670 request_queue_us=121 metadata_prepare_us=2 taskworker_prepare_us=8 poller_queue_us=102 data_transfer_us=0 metadata_settle_us=0 response_slot_wait_us=107 response_submit_us=419 response_transfer_us=54 data_tm_to_hixl_execute_async_us=0 data_tm_to_hixl_query_handle_us=0 response_tm_to_hixl_execute_async_us=37 response_tm_to_hixl_query_handle_us=13 total_us=710 [4173,4186][completion_poller.cc:56,LogRequestDone]
