run	request_id	opcode	peer	batch_size	data_bytes	status	request_queue_us	metadata_prepare_us	taskworker_prepare_us	poller_queue_us	data_transfer_us	metadata_settle_us	response_slot_wait_us	response_submit_us	response_transfer_us	data_tm_to_hixl_execute_async_us	data_tm_to_hixl_query_handle_us	response_tm_to_hixl_execute_async_us	response_tm_to_hixl_query_handle_us	total_us
stress_tp8_b4_run02_stage_trace	8	2	127.0.0.1:4501	108	7962624	SUCCESS	2713	36	223	570	3114	22	1	126	915	10	7	7	6	7114
stress_tp8_b4_run02_stage_trace	3	2	127.0.0.1:4502	108	7962624	SUCCESS	2919	35	270	302	3162	22	1	109	666	55	118	8	7	7148
stress_tp8_b4_run02_stage_trace	4	2	127.0.0.1:4502	108	7962624	SUCCESS	3171	16	180	121	3156	8	1	103	572	12	6	7	5	7191
stress_tp8_b4_run02_stage_trace	5	2	127.0.0.1:4502	108	7962624	SUCCESS	3348	37	261	3007	3628	12	0	99	2500	32	6	6	7	9847
stress_tp8_b4_run02_stage_trace	6	2	127.0.0.1:4502	108	7962624	SUCCESS	3608	15	178	2831	3605	8	1	102	2406	11	6	6	6	9907
stress_tp8_b4_run02_stage_trace	3	2	127.0.0.1:4508	108	7962624	SUCCESS	3784	14	274	2562	3498	8	0	157	2259	11	6	7	9	9979
stress_tp8_b4_run02_stage_trace	4	2	127.0.0.1:4508	108	7962624	SUCCESS	4054	15	194	2372	3530	12	1	132	2115	13	6	7	6	10038
stress_tp8_b4_run02_stage_trace	5	2	127.0.0.1:4508	108	7962624	SUCCESS	4246	30	246	2128	3503	13	1	130	1955	43	7	9	6	10094
stress_tp8_b4_run02_stage_trace	6	2	127.0.0.1:4508	108	7962624	SUCCESS	4490	14	199	1932	3519	14	1	136	1790	11	7	9	6	10148
stress_tp8_b4_run02_stage_trace	3	2	127.0.0.1:4507	108	7962624	SUCCESS	4687	30	187	1747	3538	14	0	127	1654	10	8	7	6	10206
stress_tp8_b4_run02_stage_trace	4	2	127.0.0.1:4507	108	7962624	SUCCESS	4873	34	201	1548	3523	9	0	117	1537	11	7	8	5	10259
stress_tp8_b4_run02_stage_trace	5	2	127.0.0.1:4507	108	7962624	SUCCESS	5072	34	211	1341	3494	8	0	108	1428	10	6	7	6	10321
stress_tp8_b4_run02_stage_trace	6	2	127.0.0.1:4507	108	7962624	SUCCESS	5278	35	203	1140	3456	7	1	118	1312	18	6	6	6	10375
stress_tp8_b4_run02_stage_trace	3	2	127.0.0.1:4504	108	7962624	SUCCESS	5393	16	218	924	3413	7	0	121	1184	10	6	7	5	10335
stress_tp8_b4_run02_stage_trace	4	2	127.0.0.1:4504	108	7962624	SUCCESS	5575	30	187	739	3394	7	0	124	1062	14	6	6	6	10349
stress_tp8_b4_run02_stage_trace	5	2	127.0.0.1:4504	108	7962624	SUCCESS	5745	31	182	560	3402	7	0	107	955	9	6	6	6	10397
stress_tp8_b4_run02_stage_trace	6	2	127.0.0.1:4504	108	7962624	SUCCESS	5925	31	194	368	3377	7	0	108	836	15	6	6	6	10447
stress_tp8_b4_run02_stage_trace	9	0	127.0.0.1:4500	2	0	SUCCESS	129	1	9	139	0	0	144	488	78	0	0	25	8	848
stress_tp8_b4_run02_stage_trace	10	0	127.0.0.1:4500	2	0	SUCCESS	76	0	1	107	0	0	107	255	71	0	0	8	17	510
stress_tp8_b4_run02_stage_trace	11	0	127.0.0.1:4500	2	0	SUCCESS	58	0	2	136	0	0	137	137	123	0	0	8	5	457
stress_tp8_b4_run02_stage_trace	12	0	127.0.0.1:4500	2	0	SUCCESS	26	0	2	106	0	0	107	135	60	0	0	7	5	330
stress_tp8_b4_run02_stage_trace	12	1	127.0.0.1:4501	48	3538944	SUCCESS	156	57	408	151	227	19	1	137	54	18	7	6	5	1002
stress_tp8_b4_run02_stage_trace	13	0	127.0.0.1:4500	2	0	SUCCESS	41	1	7	141	0	0	146	459	113	0	0	36	14	766
stress_tp8_b4_run02_stage_trace	14	0	127.0.0.1:4500	2	0	SUCCESS	91	0	2	121	0	0	123	218	111	0	0	13	20	545
stress_tp8_b4_run02_stage_trace	15	0	127.0.0.1:4500	2	0	SUCCESS	64	0	2	151	0	0	152	217	85	0	0	14	11	520
stress_tp8_b4_run02_stage_trace	16	0	127.0.0.1:4500	2	0	SUCCESS	105	0	2	152	0	0	153	151	84	0	0	12	11	495
stress_tp8_b4_run02_stage_trace	16	1	127.0.0.1:4501	48	0	SUCCESS	6	171	175	78	0	0	80	217	385	0	0	14	11	863
